segment_id,BEAS-2B half life (h),BEAS-2B log2 steady state mRNA,Jurkat log2 steady state mRNA,WiDr log2 steady state mRNA
CN1_001878,3.35,0.240,0.134,0.188
CN1_001879,2.30,0.273,-0.242,-0.327
CN1_001880,nd,-0.198,0.453,1.138
CN1_001881,2.42,-0.030,0.286,0.928
CN1_001882,nd,-1.889,-0.275,-0.047
CN1_001883,1.83,nd,nd,nd
CN1_001884,nd,nd,nd,nd
CN1_001885,1.93,-0.205,-0.030,-0.461
CN1_001886,2.00,-0.104,-0.503,-1.053
CN1_001887,nd,0.280,0.469,0.690
CN1_001888,nd,nd,nd,nd
CN1_001889,2.50,-1.497,-1.742,-2.163
CN1_001890,2.93,nd,nd,-0.730
CN1_001891,1.95,-0.318,-0.843,-1.692
CN1_001892,nd,-0.222,0.929,2.006
CN1_001893,1.86,-0.310,-0.614,-1.028
CN1_001895,nd,nd,nd,nd
CN1_001896,2.21,-0.113,-0.738,-1.302
CN1_001897,3.01,-0.326,0.050,-0.102
CN1_001898,nd,nd,nd,nd
CN1_001899,nd,-0.160,0.600,1.561
CN1_001900,2.59,0.173,0.032,0.245
CN1_001901,nd,0.432,0.540,0.847
CN1_001902,1.79,-0.009,0.275,0.144
CN1_001903,2.08,-0.346,-0.368,-0.120
CN1_001904,3.00,0.280,0.140,0.226
CN1_001905,2.69,0.244,-0.024,0.101
CN1_001906,4.50,1.047,0.989,1.347
CN1_001907,1.88,-0.084,0.851,0.524
CN1_001908,2.79,-0.214,0.289,1.205
CN1_001909,nd,-0.829,0.462,0.172
CN1_001910,nd,nd,nd,nd
CN1_001911,2.34,-0.237,-0.098,0.114
CN1_001912,nd,-0.041,-0.138,-0.209
CN1_001913,2.03,-0.281,-0.518,-0.833
CN1_001914,2.68,0.321,0.157,-0.469
CN1_001915,2.55,0.088,-0.137,-0.197
CN1_001916,nd,-0.034,2.062,2.913
CN1_001917,1.81,-0.359,-0.570,-1.041
CN1_001918,nd,0.141,2.500,1.713
CN1_001919,3.19,nd,nd,nd
CN1_001920,nd,-0.147,0.789,0.647
CN1_001921,nd,0.204,1.180,2.022
CN1_001922,3.05,0.227,-0.240,-0.016
CN1_001923,2.76,0.361,0.384,0.541
CN1_001924,1.60,-1.057,-0.417,-1.022
CN1_001925,2.10,-0.337,-0.274,-0.134
CN1_001926,nd,-0.028,1.670,2.920
CN1_001927,2.75,0.480,0.344,-0.090
CN1_001928,2.23,-0.278,-0.394,-1.191
CN1_001929,2.19,-0.285,-0.250,-1.502
CN1_001930,2.31,0.091,0.083,0.015
CN1_001931,2.06,0.044,-0.331,-0.820
CN1_001932,2.58,0.900,0.116,-0.175
CN1_001933,nd,0.782,0.044,0.358
CN1_001934,1.92,-0.925,-0.051,-0.286
CN1_001935,4.04,0.793,0.571,1.639
CN1_001936,nd,-0.015,0.240,0.329
CN1_001937,2.22,0.273,0.051,0.072
CN1_001938,2.92,0.465,0.725,0.847
CN1_001939,3.03,-0.357,-0.207,-0.060
CN1_001940,2.93,0.037,0.028,-0.132
CN1_001941,2.79,0.108,0.297,0.548
CN1_001942,nd,nd,nd,nd
CN1_001943,nd,-0.231,0.006,0.347
CN1_001944,2.51,-0.154,-0.051,0.583
CN1_001945,1.72,-0.292,0.400,0.260
CN1_001946,nd,0.358,1.099,2.248
CN1_001947,1.94,-0.097,0.607,1.058
CN1_001948,3.61,-1.458,-0.949,-0.560
CN1_001949,nd,nd,nd,1.496
CN1_001950,nd,0.844,1.364,2.547
CN1_001951,nd,-0.939,-1.173,-1.028
CN1_001952,2.42,nd,nd,nd
CN1_001953,2.86,0.407,-0.263,-0.781
CN1_001954,2.89,0.507,-0.169,0.386
CN1_001955,1.91,-0.022,-0.377,-0.825
CN1_001956,nd,nd,nd,nd
CN1_001957,2.40,0.128,0.042,0.103
CN1_001958,2.57,0.125,-0.395,0.053
CN1_001959,1.98,0.211,-0.187,-0.184
CN1_001960,nd,nd,nd,nd
CN1_001961,2.05,0.038,-0.830,-0.212
CN1_001962,2.02,0.022,0.009,0.022
CN1_001963,2.91,-0.010,0.290,0.063
CN1_001964,2.68,0.211,0.014,-0.707
CN1_001965,nd,-0.350,0.038,-0.068
CN1_001966,2.28,-0.529,-0.270,-1.238
CN1_001967,3.00,-0.020,-0.268,-0.400
CN1_001968,2.63,0.062,-0.081,-0.251
CN1_001969,2.97,-0.003,-0.100,-0.258
CN1_001970,2.19,-0.243,-0.467,-1.491
CN1_001971,2.15,0.059,-0.107,-0.891
CN1_001972,2.46,0.077,-0.128,-0.303
CN1_001973,2.06,nd,,
CN1_001974,2.69,0.225,-0.240,-0.370
CN1_001975,2.75,0.123,-0.594,-0.551
CN1_001976,2.67,0.180,0.297,0.098
CN1_001977,3.17,0.178,0.476,0.811
CN1_001978,1.60,-0.798,-0.217,-1.472
CN1_001979,nd,-0.138,-0.343,-0.097
CN1_001980,nd,0.206,1.029,1.943
CN1_001981,2.38,-0.071,0.195,-0.059
CN1_001982,nd,0.107,1.147,1.949
CN1_001983,nd,0.138,1.074,1.823
CN1_001984,2.93,0.438,0.300,0.829
CN1_001985,2.01,-0.962,-1.305,0.199
CN1_001986,nd,nd,nd,nd
CN1_001987,nd,0.983,0.599,1.388
CN1_001988,2.19,0.079,-0.268,-0.369
CN1_001989,2.18,-0.147,-0.409,-0.381
CN1_001990,nd,0.265,-0.253,0.807
CN1_001991,nd,0.062,-0.747,-0.152
CN1_001992,nd,0.073,-0.229,0.279
CN1_001993,2.87,0.366,0.479,0.448
CN1_001994,nd,0.032,0.236,0.519
CN1_001995,2.53,-0.053,0.238,0.315
CN1_001996,nd,0.184,0.944,2.213
CN1_001997,3.87,0.624,0.781,1.038
CN1_001998,2.22,0.119,0.010,-1.296
CN1_001999,2.25,0.169,-0.181,-0.734
CN1_002000,nd,0.154,0.278,0.251
CN1_002001,nd,-0.768,0.164,1.353
CN1_002003,3.13,0.177,-0.024,-0.416
CN1_002004,nd,-0.177,0.416,1.024
CN1_002005,1.81,-0.243,-0.124,0.082
CN1_002006,3.05,0.233,0.429,1.220
CN1_002007,1.99,0.133,-0.108,-0.207
CN1_002008,nd,-0.726,2.863,3.019
CN1_002009,3.26,-4.504,-4.361,-5.021
CN1_002010,nd,0.684,2.212,3.167
CN1_002011,3.20,0.766,0.822,1.147
CN1_002012,3.22,0.131,0.633,-0.354
CN1_002013,nd,0.324,0.580,1.349
CN1_002014,2.98,0.243,-0.188,-0.063
CN1_002015,1.93,-0.254,0.016,0.165
CN1_002016,2.34,0.169,-0.162,-0.548
CN1_002017,nd,0.355,0.367,0.508
CN1_002018,2.79,-0.015,-0.113,0.221
CN1_002019,1.95,-0.410,-0.368,-0.030
CN1_002020,nd,nd,nd,nd
CN1_002021,2.08,-0.028,0.102,-0.150
CN1_002022,nd,0.258,2.187,3.532
CN1_002023,2.64,0.167,-0.231,-0.285
CN1_002024,2.17,-0.274,-0.155,-0.345
CN1_002025,3.46,0.666,1.012,1.520
CN1_002026,2.62,0.298,-0.037,0.395
CN1_002027,2.10,0.033,0.351,1.296
CN1_002028,nd,-0.056,0.007,-0.462
CN1_002029,1.94,-0.325,-0.652,-0.138
CN1_002030,1.82,-0.161,-0.643,-1.042
CN1_002031,3.31,0.359,-0.049,-0.219
CN1_002032,2.33,-0.004,-0.117,-0.548
CN1_002033,3.38,0.567,0.220,0.526
CN1_002034,3.55,-0.035,0.531,0.333
CN1_002035,2.52,0.572,0.224,0.026
CN1_002036,nd,0.000,1.231,1.715
CN1_002037,nd,-1.759,-1.420,-1.682
CN1_002038,2.34,-0.086,-0.128,-0.274
CN1_002039,nd,0.709,1.172,1.598
CN1_002040,2.78,0.288,0.644,1.011
CN1_002041,1.86,-0.222,-0.182,-0.063
CN1_002042,nd,0.526,0.382,1.013
CN1_002043,2.83,0.336,0.223,0.135
CN1_002044,2.94,0.171,0.504,0.953
CN1_002045,3.07,0.113,0.607,1.975
CN1_002046,nd,0.114,0.312,0.252
CN1_002047,nd,nd,nd,2.531
CN1_002048,nd,0.651,2.871,3.463
CN1_002049,nd,0.008,0.069,0.301
CN1_002050,2.01,-0.873,-0.368,0.214
CN1_002051,nd,0.714,0.553,1.279
CN1_002052,nd,-0.033,0.140,0.900
CN1_002053,2.78,0.780,1.168,2.329
CN1_002054,3.68,0.819,0.548,1.034
CN1_002055,2.73,0.394,0.711,1.126
CN1_002056,2.57,0.357,0.459,0.176
CN1_002057,2.05,-0.772,-1.493,-1.142
CN1_002058,2.07,-0.186,-0.165,0.515
CN1_002059,nd,0.264,0.449,1.299
CN1_002060,nd,nd,nd,nd
CN1_002061,nd,nd,nd,nd
CN1_002062,3.01,0.146,-0.519,-0.729
CN1_002063,nd,-1.118,0.321,0.007
CN1_002064,2.29,-0.199,-0.129,-0.115
CN1_002065,nd,-1.365,0.131,0.481
CN1_002066,nd,0.628,0.590,1.253
CN1_002067,1.98,-0.569,-0.610,-1.040
CN1_002068,2.74,0.129,0.321,-0.230
CN1_002069,2.94,0.150,0.383,-0.300
CN1_002070,2.91,0.462,0.378,0.673
CN1_002071,nd,0.482,0.120,0.680
CN1_002072,3.07,0.627,1.061,1.487
CN1_002073,2.69,0.321,-0.183,-0.535
CN1_002074,2.86,0.389,0.219,0.321
CN1_002075,2.64,-0.298,-0.006,-0.149
CN1_002076,3.62,0.719,0.012,0.378
CN1_002077,1.93,-0.087,-0.522,-1.271
CN1_002078,nd,-0.102,-0.010,1.042
CN1_002079,nd,nd,nd,nd
CN1_002080,2.03,-0.186,-0.036,-0.366
CN1_002081,2.02,-0.577,-0.206,0.299
CN1_002082,nd,0.216,0.512,1.387
CN1_002083,3.25,0.260,0.384,0.534
CN1_002084,nd,0.016,2.295,3.186
CN1_002085,2.90,0.051,0.362,0.261
CN1_002086,2.70,0.055,-0.365,0.156
CN1_002087,nd,0.829,1.942,4.229
CN1_002088,nd,nd,nd,nd
CN1_002089,nd,0.093,0.086,0.090
CN1_002090,1.92,0.095,-0.136,-0.950
CN1_002091,nd,nd,nd,nd
CN1_002092,nd,0.845,0.738,1.361
CN1_002093,3.28,0.299,0.236,0.644
CN1_002094,2.00,-0.050,-0.859,-1.624
CN1_002095,2.99,0.069,0.641,0.818
CN1_002096,1.67,-0.542,-0.541,-1.268
CN1_002097,2.06,-0.311,-1.124,-2.274
CN1_002098,2.99,nd,,
CN1_002099,2.64,-0.474,-1.516,-1.476
CN1_002100,nd,0.556,1.392,2.138
CN1_002101,1.79,-0.309,-0.022,-0.061
CN1_002102,nd,0.019,0.854,2.180
CN1_002103,2.36,0.093,0.142,0.105
CN1_002105,2.15,-0.016,0.143,0.162
CN1_002106,nd,0.288,0.234,0.556
CN1_002107,2.10,-0.577,-0.325,-0.392
CN1_002108,3.14,0.067,-0.449,-0.466
CN1_002109,2.99,0.586,0.405,0.574
CN1_002110,nd,0.459,0.553,1.009
CN1_002111,nd,0.182,0.896,0.877
CN1_002112,2.76,0.297,0.275,0.436
CN1_002113,3.31,0.746,0.253,1.337
CN1_002114,2.56,-0.303,-0.296,-0.351
CN1_002115,1.99,-0.130,-0.178,-0.699
CN1_002116,2.34,0.244,-0.125,-0.349
CN1_002117,nd,nd,nd,nd
CN1_002118,1.99,-0.388,-0.119,-0.075
CN1_002119,nd,0.812,0.098,0.717
CN1_002120,nd,0.043,0.826,1.769
CN1_002121,2.74,-0.013,-0.474,-0.137
CN1_002122,2.15,-0.434,-0.505,-0.431
CN1_002123,2.16,-0.379,-0.340,-0.401
CN1_002125,nd,0.176,1.561,1.408
CN1_002126,4.35,0.721,0.933,1.336
CN1_002127,nd,nd,nd,nd
CN1_002128,2.79,0.422,0.461,1.108
CN1_002129,2.67,0.546,0.191,0.226
CN1_002130,2.10,-0.319,-0.377,-1.147
CN1_002131,nd,nd,nd,nd
CN1_002132,3.04,0.373,0.957,0.793
CN1_002133,nd,-0.264,-0.109,1.245
CN1_002134,2.81,0.224,0.004,0.511
CN1_002135,3.44,0.630,0.239,-0.632
CN1_002136,2.63,0.314,0.206,0.228
CN1_002137,nd,-0.083,-0.606,-0.208
CN1_002138,nd,0.589,0.513,1.716
CN1_002139,3.09,0.211,0.120,-0.076
CN1_002140,nd,nd,nd,nd
CN1_002141,nd,nd,nd,nd
CN1_002142,nd,-0.179,0.745,0.280
CN1_002143,nd,-1.102,-0.490,-0.765
CN1_002144,nd,0.183,1.660,2.771
CN1_002145,2.18,0.269,0.607,0.591
CN1_002146,2.19,-0.164,-0.182,-0.018
CN1_002147,2.09,nd,nd,nd
CN1_002148,2.38,-0.087,0.672,1.156
CN1_002149,1.76,-0.402,0.116,0.290
CN1_002150,2.88,0.404,0.282,1.215
CN1_002151,2.33,0.300,0.246,0.282
CN1_002152,2.09,-0.521,1.022,0.572
CN1_002153,nd,0.459,0.401,1.094
CN1_002154,nd,nd,nd,nd
CN1_002155,nd,nd,nd,nd
CN1_002156,nd,nd,nd,nd
CN1_002158,2.12,-0.026,-0.229,-1.285
CN1_002159,2.20,-0.097,0.572,-0.789
CN1_002160,1.86,-0.143,-0.228,-1.069
CN1_002161,2.80,0.169,1.063,1.910
CN1_002162,nd,-0.151,0.614,1.115
CN1_002163,2.86,0.319,-0.121,0.113
CN1_002164,2.19,-1.353,-1.231,-2.362
CN1_002165,nd,0.126,0.357,0.843
CN1_002166,nd,0.286,0.868,2.120
CN1_002167,2.66,0.311,-0.218,-0.319
CN1_002168,2.09,-0.343,0.547,0.557
CN1_002169,nd,-0.114,1.144,1.820
CN1_002170,nd,-0.227,-0.236,0.172
CN1_002171,1.78,-0.423,-0.361,-1.327
CN1_002172,2.82,0.487,1.111,1.765
CN1_002173,2.90,0.192,0.003,-0.473
CN1_002174,3.27,0.502,0.544,0.582
CN1_002175,nd,0.209,2.024,4.000
CN1_002176,2.29,0.014,0.230,-0.451
CN1_002177,1.99,-0.869,-1.293,-1.780
CN1_002178,nd,-0.162,-0.594,-1.024
CN1_002179,3.05,-0.233,-0.158,0.084
CN1_002180,2.63,0.239,0.289,0.026
CN1_002181,2.84,-0.042,-0.139,-0.582
CN1_002182,2.88,-0.964,-0.696,-0.756
CN1_002183,nd,0.296,0.308,1.635
CN1_002184,2.41,-0.250,-0.555,-0.370
CN1_002185,2.52,0.284,0.334,-0.087
CN1_002186,2.80,0.374,0.210,0.029
CN1_002187,2.87,0.463,0.402,0.082
CN1_002188,3.28,-0.355,-0.552,-0.735
CN1_002189,2.76,0.139,0.395,0.463
CN1_002190,2.30,-0.611,-1.156,-0.610
CN1_002191,3.13,0.103,0.167,0.343
CN1_002192,2.51,0.041,0.108,0.191
CN1_002193,2.22,-0.208,-0.250,-0.585
CN1_002194,1.90,-0.794,-0.436,-1.070
CN1_002195,3.17,0.489,-0.034,0.580
CN1_002196,2.94,-1.475,-2.366,-3.064
CN1_002197,2.09,0.003,-0.558,-1.047
CN1_002198,2.16,-0.027,0.028,-0.508
CN1_002199,2.37,0.285,-0.160,-0.255
CN1_002200,2.91,-0.053,0.325,0.578
CN1_002201,2.35,0.085,-0.165,-0.319
CN1_002202,3.16,nd,nd,nd
CN1_002203,nd,-0.028,0.012,0.339
CN1_002204,2.46,-1.107,-1.317,-2.012
CN1_002205,2.43,-0.122,-0.177,-0.412
CN1_002206,2.71,0.329,0.662,0.355
CN1_002207,2.25,-0.467,-0.674,-0.700
CN1_002208,3.00,0.283,-0.069,-0.524
CN1_002209,nd,-0.156,0.927,1.376
CN1_002210,2.00,0.138,-0.231,-0.400
CN1_002211,2.32,-0.544,-0.682,-1.502
CN1_002212,2.01,-0.107,-0.406,-0.719
CN1_002213,2.20,-0.204,-0.389,-0.871
CN1_002214,2.73,0.086,-0.013,-0.137
CN1_002215,2.05,-0.316,-0.284,-0.703
CN1_002216,1.53,-1.256,0.144,-0.179
CN1_002217,1.87,-0.294,-0.379,-0.523
CN1_002218,2.84,-0.625,-0.886,-0.914
CN1_002219,1.85,-0.245,-1.050,-1.900
CN1_002220,nd,0.045,2.670,3.598
CN1_002221,1.56,-0.446,-0.295,-0.992
CN1_002222,1.73,-0.363,-0.108,-0.955
CN1_002223,2.18,0.046,-0.403,-0.942
CN1_002224,3.38,0.783,0.258,1.116
CN1_002225,nd,nd,nd,nd
CN1_002226,2.09,-0.348,-0.337,-0.113
CN1_002227,nd,0.088,-0.141,0.088
CN1_002228,nd,nd,nd,nd
CN1_002229,nd,0.359,1.292,2.747
CN1_002230,2.30,-0.191,-0.955,-0.851
CN1_002231,1.47,-0.894,-0.940,-1.711
CN1_002232,nd,0.446,0.576,0.193
CN1_002233,1.98,-0.166,-0.761,-0.874
CN1_002234,2.22,-0.152,0.532,0.520
CN1_002235,nd,0.286,0.591,1.335
CN1_002236,nd,nd,nd,nd
CN1_002237,2.84,0.077,-0.109,-0.317
CN1_002238,1.70,-0.929,-0.425,-1.016
CN1_002239,3.28,0.186,-0.002,0.263
CN1_002240,2.71,-0.176,0.055,0.507
CN1_002241,nd,nd,nd,nd
CN1_002242,3.20,-0.073,-0.731,-0.575
CN1_002243,2.78,-1.231,-1.082,-0.291
CN1_002244,nd,0.466,0.546,1.209
CN1_002245,2.74,0.329,-0.347,-0.142
CN1_002246,nd,0.183,0.527,0.539
CN1_002247,2.29,0.213,0.164,0.450
CN1_002248,nd,0.218,0.627,0.518
CN1_002249,nd,nd,nd,nd
CN1_002250,2.46,0.305,-0.119,-0.895
CN1_002251,2.26,0.081,0.059,0.904
CN1_002252,nd,-1.877,-1.108,0.188
CN1_002253,nd,-1.093,0.477,0.634
CN1_002254,nd,-0.089,-0.533,0.843
CN1_002255,nd,-0.322,0.486,-0.144
CN1_002256,nd,0.299,1.180,2.135
CN1_002258,nd,-0.159,nd,1.298
CN1_002259,2.11,0.245,-0.024,-0.540
CN1_002260,2.90,0.353,0.294,0.288
CN1_002261,1.99,-0.359,-0.186,-0.106
CN1_002262,nd,0.284,0.252,0.681
CN1_002263,nd,-0.611,0.045,-0.285
CN1_002264,3.03,0.663,0.700,1.611
CN1_002265,2.15,-0.036,-0.281,-0.698
CN1_002266,1.84,-0.685,-0.195,-0.674
CN1_002267,3.28,-0.220,-0.389,-0.613
CN1_002268,2.15,0.042,-0.406,-0.650
CN1_002269,1.97,-0.291,-0.231,-0.789
CN1_002270,2.69,0.533,0.503,1.403
CN1_002271,2.63,0.297,0.870,1.222
CN1_002272,nd,0.393,nd,1.833
CN1_002273,2.03,-0.032,-0.057,0.046
CN1_002274,nd,-0.259,0.159,-0.167
CN1_002275,2.23,-0.320,-0.127,0.775
CN1_002276,2.54,-0.296,-0.400,-0.349
CN1_002277,nd,0.160,0.515,0.579
CN1_002278,nd,nd,nd,nd
CN1_002279,1.65,-0.755,-1.454,-1.722
CN1_002280,nd,nd,nd,nd
CN1_002281,nd,nd,nd,nd
CN1_002282,nd,0.827,1.133,1.144
CN1_002283,nd,-0.050,0.109,0.361
CN1_002284,3.34,0.491,1.096,1.313
CN1_002285,nd,nd,nd,nd
CN1_002286,2.89,0.043,0.176,0.648
CN1_002287,2.45,-0.396,-1.148,-0.453
CN1_002288,2.87,0.398,0.532,0.220
CN1_002289,2.96,0.218,0.615,0.337
CN1_002290,1.56,-1.050,-0.327,-1.867
CN1_002291,2.66,-0.011,0.088,-0.692
CN1_002292,2.83,0.423,0.141,0.160
CN1_002293,3.12,0.394,0.618,0.683
CN1_002294,nd,0.910,1.022,2.063
CN1_002295,2.62,0.035,-0.128,-0.560
CN1_002296,nd,0.196,0.619,1.156
CN1_002297,2.04,-0.241,-0.238,-0.793
CN1_002298,1.97,-0.707,-0.718,-2.009
CN1_002299,3.10,0.349,0.231,1.334
CN1_002300,1.67,-0.284,-0.369,-0.501
CN1_002301,1.90,-0.116,-0.240,0.081
CN1_002302,2.00,-0.396,-0.875,-1.386
CN1_002303,2.00,-0.074,-0.552,-1.295
CN1_002304,3.16,0.286,-0.049,0.053
CN1_002305,3.09,-1.938,-1.918,-2.606
CN1_002306,nd,nd,nd,nd
CN1_002307,2.73,0.467,-0.061,0.354
CN1_002308,nd,0.657,0.939,2.473
CN1_002309,3.91,0.287,0.240,0.454
CN1_002310,3.71,-2.617,-3.466,-2.372
CN1_002311,2.86,nd,nd,nd
CN1_002312,2.86,0.335,0.077,0.630
CN1_002313,2.53,-0.301,-0.079,-0.042
CN1_002314,2.16,0.110,-0.669,-1.180
CN1_002315,2.65,-0.006,0.081,-0.548
CN1_002316,2.62,-0.268,0.497,0.298
CN1_002317,nd,nd,nd,nd
CN1_002318,nd,-0.206,0.457,0.287
CN1_002319,2.55,0.205,0.164,-0.292
CN1_002320,3.72,0.657,1.079,1.797
CN1_002321,nd,-0.715,0.135,0.454
CN1_002322,nd,nd,nd,nd
CN1_002323,nd,-0.195,0.418,0.360
CN1_002324,2.02,-0.495,-0.954,-0.499
CN1_002325,2.65,0.122,0.451,0.126
CN1_002326,2.88,0.314,-0.386,0.184
CN1_002327,2.36,0.290,-0.261,-0.637
CN1_002328,nd,-1.356,-1.321,-0.301
CN1_002329,3.61,0.758,0.797,0.235
CN1_002330,nd,0.145,0.558,0.659
CN1_002331,nd,0.315,3.158,4.805
CN1_002332,nd,0.494,0.341,0.745
CN1_002333,nd,-0.434,-0.825,-0.708
CN1_002334,nd,-0.148,nd,1.539
CN1_002335,2.53,0.347,-0.092,-0.387
CN1_002336,2.52,0.221,0.188,-0.225
CN1_002337,3.02,0.445,-0.464,0.157
CN1_002338,nd,0.900,1.591,3.214
CN1_002339,2.73,0.189,0.411,0.333
CN1_002340,3.07,0.326,0.348,0.258
CN1_002341,2.79,0.352,0.184,0.090
CN1_002342,nd,nd,nd,0.120
CN1_002343,nd,0.029,1.307,1.632
CN1_002344,2.06,-0.078,-0.108,-0.897
CN1_002345,nd,nd,nd,nd
CN1_002346,2.80,0.514,-0.176,0.231
CN1_002347,nd,0.321,0.063,0.531
CN1_002348,2.46,0.158,0.002,-0.620
CN1_002349,nd,nd,nd,nd
CN1_002350,nd,-0.205,0.644,1.204
CN1_002351,nd,-0.939,0.508,1.053
CN1_002352,2.06,0.012,0.011,-0.401
CN1_002353,1.96,-0.247,-0.340,-0.538
CN1_002354,nd,-0.153,1.088,1.887
CN1_002355,2.16,nd,nd,nd
CN1_002356,2.63,-0.355,0.336,-0.476
