segment_id,BEAS-2B half life (h),BEAS-2B log2 steady state mRNA,Jurkat log2 steady state mRNA,WiDr log2 steady state mRNA
CN1_002357,2.44,-0.282,0.160,0.079
CN1_002358,1.90,-0.432,-0.865,-1.355
CN1_002359,1.99,-0.144,-0.391,-0.653
CN1_002360,2.08,-0.251,-0.835,-0.496
CN1_002361,3.38,0.791,1.173,1.420
CN1_002362,2.23,nd,nd,nd
CN1_002363,3.09,0.179,0.101,0.442
CN1_002364,3.28,0.386,0.824,1.648
CN1_002365,2.04,-0.838,-0.200,-1.296
CN1_002366,3.44,-1.935,-2.050,-1.339
CN1_002367,1.46,-0.760,-1.603,-1.816
CN1_002368,2.50,-0.005,-0.311,0.172
CN1_002369,nd,0.163,0.249,0.701
CN1_002370,3.44,0.389,0.867,-0.902
CN1_002371,3.11,0.324,0.201,0.102
CN1_002372,2.89,0.599,0.392,0.156
CN1_002373,nd,-0.733,0.450,1.000
CN1_002374,2.46,0.217,0.163,-0.484
CN1_002375,3.61,0.715,0.181,0.222
CN1_002376,2.22,-0.616,-0.307,-0.657
CN1_002377,nd,nd,nd,nd
CN1_002378,2.53,0.438,-0.254,-0.293
CN1_002379,3.35,0.767,0.709,1.050
CN1_002380,nd,0.469,0.548,1.214
CN1_002381,2.32,0.021,-0.196,-0.782
CN1_002382,nd,nd,nd,nd
CN1_002383,1.81,-0.494,0.135,-0.177
CN1_002384,nd,-0.010,0.060,0.635
CN1_002385,nd,-0.593,-0.320,0.341
CN1_002386,nd,0.076,1.221,1.871
CN1_002387,1.77,nd,nd,nd
CN1_002388,2.72,0.335,0.583,0.741
CN1_002389,2.11,-0.723,-1.086,-1.858
CN1_002390,2.25,nd,-0.247,-1.216
CN1_002391,2.88,-0.447,-1.477,-2.152
CN1_002392,2.11,-0.332,-0.706,-1.544
CN1_002393,2.82,0.169,0.056,-0.455
CN1_002394,1.68,-0.426,-0.300,-1.155
CN1_002395,2.44,0.069,-0.079,-0.105
CN1_002396,2.85,0.125,0.441,0.046
CN1_002397,2.61,-0.022,0.400,0.772
CN1_002398,2.62,0.431,0.232,-0.222
CN1_002399,1.86,-0.525,-0.796,-1.258
CN1_002400,nd,nd,nd,nd
CN1_002401,nd,0.506,0.338,0.778
CN1_002402,nd,nd,nd,nd
CN1_002403,nd,-0.081,-1.128,1.194
CN1_002404,1.69,nd,nd,0.182
CN1_002405,nd,0.141,0.072,0.794
CN1_002406,3.39,0.510,0.752,0.867
CN1_002407,nd,-0.039,0.119,1.104
CN1_002408,1.40,-1.298,-0.659,-0.729
CN1_002409,2.04,0.075,0.057,-0.727
CN1_002410,nd,-0.305,0.195,0.716
CN1_002411,1.98,-0.343,-0.346,-0.649
CN1_002412,nd,nd,nd,nd
CN1_002413,nd,0.560,0.677,0.629
CN1_002414,1.95,-0.627,-0.761,-1.654
CN1_002415,nd,0.073,1.191,2.128
CN1_002416,nd,-0.720,-0.001,0.210
CN1_002417,nd,0.387,0.341,0.811
CN1_002418,nd,nd,nd,nd
CN1_002419,nd,nd,nd,nd
CN1_002420,nd,1.255,0.562,1.785
CN1_002421,nd,0.536,0.628,0.959
CN1_002422,nd,0.087,0.582,1.229
CN1_002423,nd,0.611,-0.064,0.315
CN1_002424,nd,nd,nd,3.570
CN1_002425,3.26,0.576,1.048,2.358
CN1_002426,2.38,-0.157,-0.630,-0.657
CN1_002427,2.40,0.057,0.134,0.360
CN1_002428,2.27,-0.917,-0.308,-0.200
CN1_002429,2.09,-0.172,-0.019,-0.234
CN1_002430,2.68,-0.271,-0.209,-0.510
CN1_002432,2.72,0.325,0.333,0.454
CN1_002433,nd,0.665,1.285,1.688
CN1_002434,2.95,0.501,0.434,0.516
CN1_002435,2.98,-0.204,-0.354,-0.518
CN1_002436,2.57,0.144,-0.431,-0.783
CN1_002437,2.46,0.107,-0.520,-1.439
CN1_002438,2.59,0.362,0.115,0.649
CN1_002439,3.19,-0.087,0.339,-0.040
CN1_002440,3.24,0.482,0.705,1.121
CN1_002441,3.06,0.422,0.623,0.969
CN1_002442,1.84,-0.237,-0.252,-0.004
CN1_002443,2.35,nd,nd,nd
CN1_002444,nd,nd,nd,nd
CN1_002445,4.04,0.633,1.426,1.971
CN1_002446,2.38,0.196,0.229,0.164
CN1_002447,2.44,-0.015,0.475,-0.588
CN1_002448,nd,-0.503,0.896,0.678
CN1_002449,2.19,-0.220,-0.214,-0.853
CN1_002450,3.92,0.830,0.701,0.794
CN1_002451,nd,nd,nd,-0.482
CN1_002452,nd,0.436,1.733,2.082
CN1_002453,nd,0.274,0.170,0.943
CN1_002454,3.17,-0.375,-0.108,0.826
CN1_002455,3.36,0.203,1.267,1.595
CN1_002456,2.86,-0.321,-0.020,-0.270
CN1_002457,2.66,0.090,-0.044,-0.027
CN1_002458,2.87,0.372,0.338,0.455
CN1_002459,2.84,0.685,0.403,0.688
CN1_002460,nd,0.639,2.484,3.336
CN1_002461,2.71,0.383,0.288,0.802
CN1_002462,2.86,0.379,0.643,0.458
CN1_002463,2.94,0.224,0.776,0.989
CN1_002464,3.00,0.406,-0.474,-0.271
CN1_002465,2.91,0.347,0.425,0.230
CN1_002466,nd,-0.352,0.231,-0.893
CN1_002467,nd,0.031,0.348,1.208
CN1_002468,nd,-0.683,-0.120,1.396
CN1_002469,2.92,0.174,0.364,0.627
CN1_002470,1.75,-0.238,0.034,-0.406
CN1_002471,2.87,-0.223,0.202,0.491
CN1_002472,2.00,0.314,-0.476,-0.314
CN1_002473,2.63,0.307,0.432,0.424
CN1_002474,2.01,-0.572,-0.660,-3.487
CN1_002475,2.84,0.505,0.106,-0.325
CN1_002477,2.76,0.209,0.141,0.386
CN1_002478,nd,0.375,1.304,1.935
CN1_002479,3.17,0.490,-0.265,-0.579
CN1_002480,2.39,-0.160,0.387,0.810
CN1_002481,1.88,-0.572,0.072,1.320
CN1_002482,nd,-0.058,1.321,2.412
CN1_002483,2.55,nd,nd,nd
CN1_002484,3.12,0.308,-0.426,-1.000
CN1_002485,2.36,-0.920,-1.341,-2.437
CN1_002486,2.04,-0.281,-0.967,-1.471
CN1_002487,1.75,-0.657,-0.738,-1.022
CN1_002488,2.06,0.019,0.617,0.636
CN1_002489,2.12,-0.928,-1.802,-2.430
CN1_002490,nd,0.715,1.070,1.650
CN1_002491,nd,0.430,1.426,1.603
CN1_002492,nd,0.106,2.026,3.845
CN1_002493,nd,nd,nd,nd
CN1_002494,nd,0.052,-0.070,0.301
CN1_002495,2.94,0.640,0.310,0.411
CN1_002496,2.94,0.281,-0.267,-0.272
CN1_002497,nd,0.359,0.100,-0.212
CN1_002498,2.17,-0.439,1.203,1.605
CN1_002499,3.64,0.260,0.141,0.485
CN1_002500,2.65,0.049,-0.376,0.182
CN1_002501,2.92,0.435,0.317,0.419
CN1_002502,2.85,0.154,-0.384,-0.128
CN1_002503,nd,nd,nd,nd
CN1_002504,2.70,-0.375,0.452,-0.469
CN1_002505,2.85,0.438,0.605,0.938
CN1_002506,2.77,0.375,0.329,0.410
CN1_002507,2.67,0.108,-0.228,-0.371
CN1_002508,2.64,-0.676,-0.910,-2.115
CN1_002510,2.80,0.606,-0.385,0.323
CN1_002511,2.26,-0.088,-0.078,-0.431
CN1_002512,nd,-0.052,1.890,2.714
CN1_002513,2.83,0.224,0.129,-0.156
CN1_002514,2.84,0.296,0.218,0.103
CN1_002515,3.27,0.604,1.051,1.592
CN1_002516,nd,-1.764,-2.386,-0.740
CN1_002517,3.07,-2.782,-2.684,-2.274
CN1_002518,nd,nd,nd,2.850
CN1_002519,3.10,0.326,-0.021,0.062
CN1_002520,1.81,-0.279,-0.410,-1.394
CN1_002521,2.76,-0.194,-0.186,-0.747
CN1_002522,nd,nd,nd,nd
CN1_002523,nd,0.538,0.244,1.356
CN1_002524,2.82,-0.184,0.209,0.149
CN1_002525,2.22,-0.370,-0.461,-0.707
CN1_002526,1.78,-0.146,-0.267,-0.817
CN1_002527,nd,0.738,0.669,1.077
CN1_002528,1.88,-0.573,-0.829,-0.362
CN1_002529,3.28,0.162,0.397,0.410
CN1_002530,nd,nd,nd,2.699
CN1_002531,nd,nd,nd,nd
CN1_002532,nd,0.051,-0.393,-0.149
CN1_002533,2.28,0.025,-0.308,-0.611
CN1_002534,nd,nd,nd,nd
CN1_002535,2.06,nd,,
CN1_002536,nd,0.273,0.434,1.311
CN1_002537,nd,-1.035,0.210,0.508
CN1_002538,1.82,-0.153,-0.163,-0.330
CN1_002539,nd,-0.131,0.931,1.452
CN1_002540,3.35,0.577,0.457,0.669
CN1_002542,2.52,0.551,0.632,0.792
CN1_002543,nd,0.250,1.369,2.313
CN1_002544,2.78,0.307,-0.037,0.091
CN1_002545,2.26,-0.022,0.219,0.198
CN1_002547,nd,nd,nd,nd
CN1_002548,2.93,0.148,-0.170,0.630
CN1_002549,1.84,-0.675,-0.691,-1.812
CN1_002550,1.97,-1.107,-1.451,-2.403
CN1_002551,2.89,-1.242,-1.376,-1.701
CN1_002552,1.82,-1.388,-1.577,-2.273
CN1_002553,3.08,nd,nd,nd
CN1_002554,1.96,-0.757,-1.156,-2.090
CN1_002556,1.63,-0.554,-0.106,-0.629
CN1_002557,1.83,-0.503,-0.188,-0.031
CN1_002558,2.46,0.310,0.860,1.112
CN1_002559,nd,-0.255,0.165,-1.124
CN1_002560,nd,nd,nd,nd
CN1_002561,nd,0.555,0.589,0.787
CN1_002562,nd,0.204,0.440,-0.919
CN1_002563,2.05,-0.084,-0.353,-0.877
CN1_002564,nd,-0.929,-0.646,-0.460
CN1_002565,2.68,-0.509,0.910,0.545
CN1_002566,nd,0.294,1.122,2.171
CN1_002567,1.98,-0.098,0.716,1.362
CN1_002568,2.41,-0.186,-0.685,-0.671
CN1_002569,2.75,0.392,0.039,0.048
CN1_002570,3.93,0.743,0.349,0.519
CN1_002571,3.12,0.054,0.109,0.296
CN1_002572,3.00,0.383,0.176,0.269
CN1_002573,3.02,0.459,0.039,0.310
CN1_002574,2.13,-0.063,-0.165,0.291
CN1_002575,nd,0.404,1.221,3.053
CN1_002576,nd,0.329,1.095,1.858
CN1_002577,2.35,-0.090,0.007,-0.054
CN1_002578,1.86,-0.472,-0.627,-1.405
CN1_002579,nd,0.384,-0.047,-0.284
CN1_002580,2.26,-0.010,-0.320,-1.100
CN1_002582,3.23,0.674,0.459,0.944
CN1_002583,3.29,0.382,0.366,1.159
CN1_002584,3.06,0.635,0.684,1.070
CN1_002585,nd,0.524,1.033,1.572
CN1_002586,nd,0.360,1.435,2.394
CN1_002587,2.64,0.235,0.112,0.157
CN1_002588,nd,-0.422,-0.432,-0.471
CN1_002589,2.46,0.086,-0.154,-0.938
CN1_002590,3.18,0.465,-0.315,0.350
CN1_002591,3.75,0.228,0.327,-0.039
CN1_002592,2.09,0.005,-0.652,-0.789
CN1_002593,2.95,0.462,0.472,0.695
CN1_002594,2.03,-0.118,0.609,0.818
CN1_002595,1.61,-0.350,-0.596,-0.724
CN1_002596,2.05,-0.015,0.289,0.211
CN1_002597,1.87,-0.306,-0.007,-0.708
CN1_002598,1.80,-0.590,0.181,-0.252
CN1_002599,nd,0.459,1.471,1.510
CN1_002600,nd,0.347,0.989,1.844
CN1_002601,2.43,0.178,-0.186,-0.210
CN1_002602,0.97,-1.917,-1.588,-2.824
CN1_002604,2.06,-0.379,-0.026,-0.062
CN1_002605,nd,-0.461,-0.303,0.668
CN1_002606,2.44,-0.414,-0.493,-0.540
CN1_002607,nd,0.128,0.362,0.370
CN1_002608,nd,-0.322,0.811,0.418
CN1_002609,2.91,0.423,0.344,0.375
CN1_002610,nd,0.777,1.585,2.500
CN1_002611,2.06,-0.280,-0.693,-1.003
CN1_002612,2.47,0.370,-0.237,-0.535
CN1_002613,2.26,-0.159,-0.254,-0.324
CN1_002614,2.51,0.145,0.276,0.206
CN1_002615,3.03,0.279,-0.409,-0.245
CN1_002616,2.09,-0.338,0.092,-1.383
CN1_002617,2.74,0.446,0.482,0.008
CN1_002618,2.68,0.112,-0.454,-0.924
CN1_002619,2.70,-0.068,-0.142,-0.717
CN1_002620,3.67,0.152,-0.064,-0.003
CN1_002621,3.03,0.539,0.867,1.861
CN1_002622,nd,0.286,0.517,1.127
CN1_002623,2.77,0.281,0.454,1.161
CN1_002624,2.58,0.131,0.239,-0.010
CN1_002625,2.57,-0.278,-0.171,-0.654
CN1_002626,1.64,-0.544,-1.080,-1.888
CN1_002627,1.72,-0.593,-0.806,-1.232
CN1_002628,nd,-0.370,0.763,1.203
CN1_002629,2.70,-1.314,-1.297,-1.255
CN1_002630,1.91,-0.541,-0.883,-1.139
CN1_002631,2.99,0.315,0.649,0.540
CN1_002632,3.16,0.437,-0.096,-0.142
CN1_002633,nd,-0.723,0.903,0.627
CN1_002634,2.25,-0.210,-0.129,-0.340
CN1_002635,2.73,0.852,1.944,1.923
CN1_002636,nd,-2.370,1.439,3.250
CN1_002637,nd,-0.157,0.305,0.693
CN1_002638,nd,0.284,0.639,0.987
CN1_002639,2.00,-0.041,-0.022,0.331
CN1_002640,2.33,0.168,0.181,0.495
CN1_002641,nd,0.372,1.426,2.018
CN1_002642,3.25,-0.098,-0.262,0.414
CN1_002643,3.74,0.646,0.325,0.751
CN1_002644,2.84,-1.913,-1.193,-0.869
CN1_002645,4.34,0.679,0.596,0.952
CN1_002646,3.88,0.844,0.788,1.144
CN1_002647,nd,0.221,0.039,0.284
CN1_002648,2.60,0.039,-0.252,-0.722
CN1_002649,1.90,-0.911,-0.713,-1.534
CN1_002650,nd,-0.366,-0.074,0.798
CN1_002651,2.46,0.419,-0.261,-1.052
CN1_002652,2.03,-0.007,0.374,0.143
CN1_002653,1.69,-0.419,-0.495,-1.058
CN1_002654,2.07,0.047,-0.100,-0.529
CN1_002655,2.94,0.045,0.016,-0.160
CN1_002656,2.58,0.006,-0.307,-0.180
CN1_002657,2.96,0.048,0.155,-0.251
CN1_002658,2.55,0.112,-0.053,-0.621
CN1_002659,2.72,0.503,-0.202,0.075
CN1_002660,2.85,-0.388,-0.091,0.047
CN1_002661,1.91,-0.457,-0.994,-1.471
CN1_002662,nd,-0.099,1.801,1.677
CN1_002663,nd,0.185,0.414,0.649
CN1_002664,nd,-0.052,0.805,0.803
CN1_002665,2.30,-0.349,-0.285,-0.929
CN1_002666,1.56,-1.204,-1.772,-2.354
CN1_002667,1.52,-0.558,0.106,-1.235
CN1_002668,2.94,0.494,0.152,-0.102
CN1_002669,2.12,-0.320,-0.806,-1.534
CN1_002670,2.11,-0.024,-0.074,-0.275
CN1_002671,2.65,0.355,0.711,0.820
CN1_002672,2.07,-0.634,-0.976,-1.285
CN1_002673,2.75,-0.196,-0.271,0.257
CN1_002674,2.00,-0.293,-0.340,-0.511
CN1_002675,2.93,-0.073,0.243,0.963
CN1_002676,2.46,-0.117,0.381,0.416
CN1_002677,1.70,-0.472,-0.506,-1.198
CN1_002678,2.90,0.050,-0.330,-1.095
CN1_002679,2.19,-0.216,-0.229,-0.578
CN1_002680,2.03,0.149,-0.528,-1.191
CN1_002681,2.73,0.016,-0.143,-0.440
CN1_002682,nd,0.309,0.647,1.154
CN1_002683,2.04,-0.155,0.037,-0.217
CN1_002684,2.31,0.314,0.021,-0.273
CN1_002685,nd,0.686,0.539,1.077
CN1_002686,nd,0.371,0.700,1.677
CN1_002687,nd,0.153,1.123,2.887
CN1_002688,2.94,0.738,1.133,1.607
CN1_002689,2.89,0.684,-0.093,0.647
CN1_002690,2.23,-0.033,-0.365,-0.982
CN1_002691,1.67,-0.614,-1.121,-1.891
CN1_002692,2.27,-0.085,-0.182,-0.774
CN1_002693,nd,0.181,-0.303,0.495
CN1_002694,nd,0.517,0.842,1.757
CN1_002695,2.98,0.362,0.514,1.254
CN1_002696,2.67,0.186,-0.009,-0.232
CN1_002697,2.48,0.141,-0.874,0.555
CN1_002698,nd,-0.623,0.603,0.893
CN1_002699,2.78,-0.170,-0.624,0.275
CN1_002700,nd,-0.102,0.406,0.677
CN1_002701,3.26,0.310,0.251,1.403
CN1_002702,2.77,0.501,0.075,-0.034
CN1_002703,1.94,-0.349,0.053,0.128
CN1_002704,nd,-0.179,0.017,0.824
CN1_002705,2.21,0.076,-0.393,-0.640
CN1_002706,2.06,-0.068,-0.399,-0.063
CN1_002707,nd,-0.101,0.429,1.385
CN1_002708,nd,-0.237,-1.013,-0.183
CN1_002709,2.90,0.675,-0.086,-0.123
CN1_002710,2.49,0.123,-0.603,-0.555
CN1_002711,nd,0.385,0.455,1.108
CN1_002712,3.09,0.511,0.394,1.121
CN1_002713,3.07,0.323,0.455,1.025
CN1_002714,1.88,0.227,-0.880,-1.350
CN1_002715,3.47,0.444,0.258,0.759
CN1_002716,nd,-0.099,0.841,2.667
CN1_002717,1.74,-0.144,-0.295,-0.422
CN1_002718,1.89,-0.101,-1.481,-0.648
CN1_002719,nd,0.574,0.874,1.749
CN1_002720,3.18,0.639,0.517,1.175
CN1_002721,2.92,-0.108,-0.674,-0.678
CN1_002722,2.83,-0.033,-0.223,0.481
CN1_002723,1.72,nd,nd,nd
CN1_002724,1.98,-0.703,1.691,1.557
CN1_002725,2.78,0.069,-0.121,0.051
CN1_002726,nd,nd,nd,nd
CN1_002727,2.06,-0.638,-1.148,-2.267
CN1_002728,2.21,-0.300,-0.472,-0.809
CN1_002729,2.03,-0.176,-0.073,-0.801
CN1_002730,nd,0.441,3.510,4.410
CN1_002731,1.87,-0.551,-0.840,-1.693
CN1_002732,2.15,-0.721,-0.932,-1.910
CN1_002733,2.38,-1.180,-1.636,-2.403
CN1_002734,2.00,-0.127,-0.543,-1.462
CN1_002736,2.63,0.061,-0.085,-0.304
CN1_002737,1.80,-0.769,-0.833,-1.580
CN1_002738,2.38,0.115,0.262,0.333
CN1_002739,2.02,-0.435,-0.390,-1.255
CN1_002740,2.89,0.265,0.273,0.036
CN1_002741,nd,0.142,-0.156,0.055
CN1_002742,3.32,0.346,0.692,1.009
CN1_002743,2.22,0.122,-0.382,-0.848
CN1_002744,2.68,0.070,0.355,0.106
CN1_002745,2.74,-0.187,0.068,-0.827
CN1_002746,2.90,0.302,0.883,1.491
CN1_002747,2.32,-0.111,-0.221,-0.349
CN1_002748,nd,-0.798,0.195,0.173
CN1_002749,1.76,-0.353,-0.520,-1.137
CN1_002750,1.96,-0.152,-0.480,-1.357
CN1_002751,2.00,-0.221,0.069,0.513
CN1_002752,2.40,-0.016,-0.325,-1.071
CN1_002753,1.92,-0.117,-0.621,-1.368
CN1_002754,nd,nd,nd,nd
CN1_002755,2.82,nd,,
CN1_002756,nd,0.033,0.325,0.540
CN1_002757,nd,-0.025,-0.042,0.000
CN1_002758,nd,0.749,1.518,3.169
CN1_002759,nd,0.846,1.289,2.010
CN1_002760,nd,nd,nd,4.266
CN1_002761,nd,0.149,0.974,1.797
CN1_002762,3.00,0.220,0.114,-0.102
CN1_002763,nd,0.050,0.102,0.204
CN1_002764,2.04,-0.319,-0.032,-0.053
CN1_002765,2.89,0.269,0.169,0.116
CN1_002766,2.84,-0.167,-0.197,-0.051
CN1_002767,3.25,0.581,0.661,1.065
CN1_002768,2.46,0.207,-0.441,-0.175
CN1_002769,2.73,0.312,0.072,0.010
CN1_002770,1.67,-1.614,-0.882,-0.553
CN1_002771,2.58,-0.153,-0.505,-0.615
CN1_002772,1.76,-0.609,-0.386,-0.934
CN1_002773,3.20,0.554,0.707,1.148
CN1_002774,3.49,0.510,0.728,1.417
CN1_002775,3.15,0.604,0.410,1.240
CN1_002776,2.89,0.356,0.655,0.772
CN1_002777,nd,-0.679,1.633,1.661
CN1_002778,2.68,0.232,0.846,1.300
CN1_002779,2.97,0.589,0.210,-0.021
CN1_002780,3.75,-4.169,-4.542,-4.155
CN1_002781,2.78,0.052,0.161,0.326
CN1_002782,3.06,0.704,0.366,0.820
CN1_002783,nd,0.769,0.296,0.141
CN1_002784,nd,nd,-1.054,-1.364
CN1_002785,2.81,0.354,0.144,0.412
CN1_002786,nd,0.097,0.635,0.047
CN1_002787,2.72,-0.061,0.538,0.854
CN1_002788,3.26,-0.147,-0.189,-0.402
CN1_002789,1.88,-0.644,-0.272,-0.983
CN1_002790,nd,0.481,0.414,0.381
CN1_002791,nd,0.145,0.046,0.146
CN1_002792,3.05,-0.988,0.150,1.607
CN1_002793,3.04,0.082,-0.721,0.095
CN1_002794,2.86,-0.013,-0.242,-0.557
CN1_002795,2.74,0.163,-0.597,-0.685
CN1_002796,1.98,0.023,-0.784,-1.802
CN1_002797,2.21,-0.188,-0.916,-1.678
CN1_002798,nd,0.517,0.927,1.123
CN1_002800,nd,0.032,1.555,2.020
CN1_002801,nd,-0.019,-0.795,-0.396
CN1_002802,nd,-0.160,0.882,0.132
CN1_002803,nd,nd,nd,nd
CN1_002804,3.07,0.177,0.140,0.428
CN1_002805,nd,0.306,0.523,0.985
CN1_002806,4.07,0.754,0.807,0.929
CN1_002807,nd,nd,nd,nd
CN1_002808,nd,0.329,0.716,0.894
CN1_002809,nd,nd,nd,nd
CN1_002810,3.21,0.966,-0.209,0.470
CN1_002811,nd,0.111,0.106,-0.747
CN1_002812,1.46,-0.711,0.435,0.426
CN1_002813,2.35,0.102,-0.131,-0.325
CN1_002814,3.01,0.209,0.351,0.826
CN1_002815,nd,0.628,1.197,1.943
CN1_002816,1.78,-0.268,-0.533,-1.324
CN1_002817,2.19,0.012,-0.399,-0.978
CN1_002818,nd,nd,nd,nd
CN1_002819,3.80,0.845,1.715,3.130
CN1_002820,1.76,-0.796,-0.796,-1.498
CN1_002821,2.83,0.628,0.527,0.361
CN1_002822,2.66,0.000,0.263,-0.339
CN1_002823,2.85,0.171,0.206,0.172
CN1_002824,2.47,0.284,0.791,-0.139
CN1_002825,2.46,0.267,0.269,0.746
CN1_002826,2.08,-0.033,-0.233,-0.623
CN1_002827,2.45,0.113,-0.114,-0.724
CN1_002828,2.21,-1.092,-1.131,-1.709
CN1_002830,3.16,0.645,0.146,-0.208
CN1_002831,2.70,0.319,-0.019,-0.065
CN1_002832,nd,0.082,0.231,-0.524
CN1_002833,nd,0.136,0.100,0.110
CN1_002834,nd,-0.025,0.871,1.152
CN1_002835,2.98,0.576,0.405,0.590
